sentence	label
i didn't quite know what to make of that.	Statement
stephane.	Collaborative Completion
and uh and run it there.	Floor Holder
drag them in here.	Offer
um and um um	Floor Holder
because if that that just doesn't translate very well.	Assessment/Appreciation
there's all this d c offset in	Statement
i don't know what you would call them but little labels for things that we decide are useful things to have?	Declarative-Question
i was like i don't know if you're saying a or uh anymore.	Expansions of y/n Answers
most of those are done by a person.	Negative Non-no Answers
because there is an a way to set up anonymous c v s.	Understanding Check
yeah we we've only had three.	Statement
to do some cepstral mean subtraction on some level.	Offer
well actually you can do sensitivity analyses which show you what the importance of the different pieces of the input are.	Dispreferred Answers
but we've got we've got the most channel data.	Negative Non-no Answers
um i remember at some point we were doing a difference between vocal and non vocal sounds.	Rising Tone
the other thing is is that we might be	Offer
where you're uh uh using uh the submitted system.	Expansions of y/n Answers
discuss discuss among yourselves.	Action-directive
and they did do recognition.	Statement
okay that.	Acknowledge-answer
uh maybe i don't quite understand how this works.	Downplayer
different sized strings.	Expansions of y/n Answers
can i ask uh one thing?	Yes-No-question
yeah so lograsta	Floor Grabber
two we have two three four	Self-talk
that'll also lessen the standard deviation.	Statement
speech shaped?	Declarative-Question
yeah i think that i think doing it orally at the end of the meeting is the best time.	Accept
and this thing throws you out of it i guess.	Statement
um when i when i correct it i can i can tell that the person who um transcribed it before me probably didn't speak spanish.	Rising Tone
so um i	Interrupted/Abandoned/Uninterpretable
so when do you guys leave?	Wh-Question
but he's not going to say anything.	Humorous Material
or is that not allowed?	Or-Clause
it was just really bizarre.	Assessment/Appreciation
well it's still not completely filled.	Rising Tone
i i mentioned that last week.	Statement
i i i i think that the the uh parameter we found uh uh worked with both uh speech file.	Statement
islands of certainty.	Collaborative Completion
well once the room is a little more fixed that's a little easier.	Assessment/Appreciation
but i definitely saw a lot of	Statement
so it would be possible to run a hundred run jobs at once.	Defending/Explanation
so i'm archiving it and then i'm going to delete the files.	Commit
uh then the acronyms.	About-task
maybe this is what it's like to be blind.	Statement
yeah i think that's always desired.	Affirmative Non-yes Answers
it's sort of a research question you you're analyzing the meeting and you're deciding uh there's this kind of structure to it.	Defending/Explanation
the i mean	Interrupted/Abandoned/Uninterpretable
because it tells you in fact how your adjustments at the very low level affect the the final goal.	Defending/Explanation
to to	Interrupted/Abandoned/Uninterpretable
because i don't really know how to do lipsmack.	Defending/Explanation
or which one of the weighting systems	Or-Clause
font smaller.	Mimic Other
well actually	Floor Grabber
but there	Interrupted/Abandoned/Uninterpretable
um i i just roughly looked at what kinds of digit strings are out there.	Hold Before Answer/Agreement
a little bit of break away from that.	Expansions of y/n Answers
right and then in parallel with an a neural net and then following neural net some probably some orthogonalization.	Acknowledge-answer
let me make a note on yours.	Action-directive
so you want to pause briefly between each one.	Action-directive
and i'm not sure about whether it is the higher order moments or	Other Answers
because you know in spectral subtraction you're trying to get rid of this excess energy.	Defending/Explanation
for everything?	Understanding Check
that's the same thing you saw.	Statement
that was great what you did.	Assessment/Appreciation
and then the idea	Statement
no really.	Defending/Explanation
but i mean i as long as that makes sense then it's nice to have a variety of tasks right?	Statement
she's pretty darn sure that uh	Humorous Material
i also like you know this this whole point about how how that the fact that you're raising this	Statement
huh right.	Continuer
like you can't use gesture.	Expansions of y/n Answers
which is a service that you send an audio file.	Expansions of y/n Answers
well we also have to mean subtract the test data.	Reject-part
worse acoustics.	Collaborative Completion
so imagine that we had meeting recorder all done and you had one.	Floor Holder
you know s.t.m. files or x.m.l. or something.	Expansions of y/n Answers
as opposed to connected digits.	Expansions of y/n Answers
it's the funniest thing.	Assessment/Appreciation
on top of the v a d that they provide?	Understanding Check
but we definitely will be interested in some language and dialogue.	Floor Grabber
i meant four.	Humorous Material
or something like that where it's	Statement
try try to consolidate.	Offer
there was a lot of errors that are not in the tigerfish ones.	Defending/Explanation
and then do a something in the second stage.	Offer
at you guys' end.	Expansions of y/n Answers
well there must be something there um whether i can hear it or not.	Statement
but you also could just um	Offer
so this second stream will it add latency to the system?	Rising Tone
that's with a g?	Declarative-Question
and the low frequency band has sixty four milliseconds of delay.	Rising Tone
yeah it's amazing.	Assessment/Appreciation
does he want to go there now?	Rising Tone
yeah shoot!	Exclamation
yeah currently that's zero released uh	Floor Grabber
and ask questions and stuff.	Offer
and at the very least.	Expansions of y/n Answers
eighty nine.	Acknowledge-answer
well there's that'd be the the parallel yeah.	Statement
but we can get anybody in e.e. uh over.	Statement
whether it's a question or a statement or whatever.	Statement
i want to meet someone somewhere which puts a very heavy constraint on the eva.	Statement
okay you have two people talking.	Acknowledge-answer
but uh use of italian training in italian digits for p l p only?	Understanding Check
as to	Interrupted/Abandoned/Uninterpretable
i guess they're saying that if you were a company that was selling the stuff commercially that you would have a bunch of people driving around in a bunch of cars.	Statement
and relevant to status.	Accept
and if there are multiple people talking you'll see two peaks.	Statement
and he's been doing work on the uh like also some african languages.	Expansions of y/n Answers
like who could be you know i mean at the beginning of the line.	Expansions of y/n Answers
i and uh just because there doesn't seem to be a good way to mount it.	Floor Holder
i i guess endpoint sub d is if you want to make it consistent.	Correct-misspeaking
which is indicator phrases like action item.	Offer
and it was i mean it was kind of sad.	Assessment/Appreciation
then it would work.	Collaborative Completion
that would be a problem so.	Statement
i i was just going to	Statement
yeah but i think	Accept
it wasn't on the conference call this morning?	Understanding Check
oh the situations that h has are they built into the net?	Understanding Check
so i was just i mean originally i had done before like the channelized versions were coming out.	Statement
because i do think that you'd find that those would be words	Defending/Explanation
cause that works pretty well for the training.	Defending/Explanation
and um these these primary detectors um will be uh inspired by you know multi band techniques um doing things um similar to larry saul's work on uh graphical models to to detect these these uh acoustic events.	Floor Holder
imagine we're doing a couple of hours a week of transcripts.	Action-directive
so i guess if there's an overlap like if i'm saying something that's bleepable and somebody else overlaps during it they also get bleeped too?	Declarative-Question
so it might be better to just do it for the	Offer
because that would be too much work.	Defending/Explanation
are we dropping information that can might be useful within speech?	Yes-No-question
the note-taking	About-task
we have to reduce it by ten milliseconds somehow.	Understanding Check
and people will have their opinions.	Defending/Explanation
uh that that might be an interesting um problem to look at.	Offer
because it's talking about the thing that preceded it.	Defending/Explanation
that'd be interesting.	Assessment/Appreciation
yeah but those are bigger deal things.	Accept
because this these will help you to to track the the noise level.	Defending/Explanation
so do our meetings in the dark with no air conditioning in the future.	Floor Grabber
and a segmentation occurs.	Statement
and uh actually we did this before knowing the result of all the data.	Statement
they they've started a table where they're showing their results on various different noise conditions.	Statement
that but	Interrupted/Abandoned/Uninterpretable
i think i really like think of it in terms of re transcribing it almost.	Statement
so essentially you could do simple spectral subtraction followed by a k.l. transform followed by a	Statement
uh i don't know if you have these the detailed improvements for italian finnish and spanish there.	Floor Holder
wow that's difficult.	Assessment/Appreciation
i wouldn't give it a second thought.	Offer
oh not right now.	Downplayer
um so i haven't run the scripts yet.	Floor Holder
which is the true estimate.	Expansions of y/n Answers
i mean because otherwise you are	Statement
but the reason why i haven't focused on that as the my first concern is because um i'm interested in what happens for people random people out in some random place where they're having an impromptu discussion.	Floor Grabber
it's just that they have the	Statement
oh we don't know exactly when it's better.	Other Answers
so you could have something like no versus no.	Statement
so you could certainly do better than that by doing for instance uh cluster the segments.	Offer
i'm just the community	Statement
and um that's all done um by the script.	Rising Tone
because what we're going to want is an intermediate thing.	Defending/Explanation
but it's just you know to say uh you to say uh while you're laughing it's just to me it's an interesting category.	Assessment/Appreciation
because of	Defending/Explanation
um no when when when there's backchannel i mean just i was just listening and and when there's two people talking and there's backchannel it seems like um the backchannel happens when you know the pitch drops and the first person	Floor Holder
um only on the close talking microphone.	Floor Holder
because they don't they actually don't have digital interface either.	Defending/Explanation
sorry listeners.	Apology
right outside the	Defending/Explanation
but it's still sixty one percent.	Defending/Explanation
would it be better if i asked hari to ask joe?	Rising Tone
but that's not that's display.	Dispreferred Answers
i mean is is it like a day or is it a few hours or	Open-Question
yeah that's really awful.	Accept
i mean if the tigerfish people do it then you know leave it.	Action-directive
wait did	Yes-No-question
if you do or don't normalize?	Understanding Check
no we could add one.	Reject
and they claim it it works pretty well.	Statement
the the hum we hear right now is actually the projector.	Defending/Explanation
well both.	Statement
if if horacio wants you know wants that done maybe that'll be maybe we'll end up doing that.	Maybe
and uh so what's different about this processing is just that we're doing it at a much longer time scale.	Floor Holder
yeah that would be very important.	Assessment/Appreciation
i i don't know what what what he what the problem was.	Other Answers
and then you have the things that are about and it's recoverable.	Defending/Explanation
okay i i see.	Acknowledge-answer
and that'd be one.	Mimic Other
by the end of the summer too.	Humorous Material
the big variation is by whether it's a native speaker or not.	Statement
even though in principle you haven't added anything.	Statement
well well we do but we don't don't re synthesize.	Reject-part
was it broadcast news?	Rising Tone
right but i i i think that maybe in some ways part of the difficulty is is trying to deal with the with these phonemes.	Accept
but the only time that becomes ambiguous is if you have two speakers.	Statement
this really happens.	Accept
and so i think you yeah i think you did you	Yes-No-question
since they're going to be doing a bunch of meeting recordings there.	Defending/Explanation
glosses.	3rd-party-talk
i think candles would be nice if they don't make noise.	Offer
but then using you know prosody information to better you know segment endpoint.	Expansions of y/n Answers
and uh either in the form of an n. best list or in the form of a lattice or or confusion network or whatever.	Expansions of y/n Answers
um by filtering in some of the older phones.	Mimic Other
and so that could argue for us not doing it.	Rising Tone
but but uh um you know on the other hand it's just experiments at the level of the h t k recognition.	Defending/Explanation
who should i email?	Wh-Question
fine slash u slash star.	Acknowledge-answer
but some of the transcripts i've seen they don't have any commas or breaks.	Statement
yeah you don't have it.	Affirmative Non-yes Answers
so it it's good.	Assessment/Appreciation
to always	Expansions of y/n Answers
but i could see how	Assessment/Appreciation
sort of all over the map.	Statement
i mean so they they have i i think they use these uh uh genone things.	Defending/Explanation
so um since we're looking at putting this um mean log magnitude spectral subtraction um into the smartkom system i did a test seeing if um it would work using past only and plus the present to calculate the mean.	Floor Grabber
in terms of the this new procedure you're suggesting um what is the	Wh-Question
uh i mean you don't have to.	Floor Grabber
sorry to interrupt.	Apology
i think it's it's sort of a general variability when it's not when you're learning a language and you haven't gotten to a certain level.	Defending/Explanation
i think you didn't you expand them to x e on abbott?	Rising Tone
the i b m ones were the ones that came in huge huge paragraphs huh?	Understanding Check
we're we're going to be trying to figure out how they're going to	Defending/Explanation
and i found myself unable not to sit down and code it.	Statement
you talking about the i b m ones?	Understanding Check
but uh yeah i guess it's okay.	Floor Holder
so um one could sort of think of	Floor Holder
but you still need something that can display these channels.	Negative Non-no Answers
right so that's what we were talking about before with with harmonicity measure.	Floor Grabber
amaretto has a different one.	Statement
right i mean and if and if his doesn't work as i said we can use the p.c.	Offer
but actually andreas maybe maybe just something simpler but but along the lines of what you're saying.	Floor Grabber
so it's not clear you know whether someone at u.w.'s going to look at um beam forming or whatever.	Defending/Explanation
um i find that i have to adjust the time bins a lot anyway.	Floor Grabber
i'm i'm not sure what you're saying.	Signal-non-understanding
can't we get joy to do it all?	Rising Tone
and then what's the discourse history give us?	Or-Question
but it um and there will be a lot of people to people talk in those meetings i bet with even three people.	Floor Holder
two two or more.	Mimic Other
it's not something you want to replace with.	Statement
and um and each of the hidden units is learning some sort of some sort of some sort of pattern.	Floor Holder
uh we'll introduce ourselves and what we do.	Rising Tone
he throws out some speakers that are that are very small.	Accept-part
well of course we do.	Affirmative Non-yes Answers
because then you'll hear you'll hear part of what another person is saying and and that's all transcribed on that one level.	Defending/Explanation
and then other agents will be doing their task independently.	Understanding Check
and the cast of characters that you put up on the web was helpful.	Statement
oh good idea.	Assessment/Appreciation
yeah okay great.	Continuer
it was an interesting	Assessment/Appreciation
and you're going to end up looking at power uh noise power that you're trying to reduce.	Statement
i guess that is that is where the consensus is.	Affirmative Non-yes Answers
no it was i was still here.	Reject
because sometimes you'll have the the same word	Defending/Explanation
because we did not really test that .	Defending/Explanation
okay why don't you go ahead and do that then eric?	Acknowledge-answer
but i wanted to get all the finished all the checks.	Statement
and and i also um was thinking with reference to the uh note-taking.	Statement
and um there one of our diligent workers has to sort of volunteer to look over tilman's shoulder while he is changing the grammars to english.	Rising Tone
i do it.	Defending/Explanation
if we release this corpus what do we want?	Rhetorical-Question
try to figure out some way that everybody would be able to participate.	Statement
so this is the another line another set of lines in the table.	Rising Tone
it's transcription and processing yeah.	Affirmative Non-yes Answers
i'm used to it too.	Affirmative Non-yes Answers
i was trying twelve seconds because that was the best in my test before.	Defending/Explanation
yeah i'm i'm wondering about that.	Floor Grabber
um and was thinking of this mostly just so that we could do research on this data um since we'll have a new this new student does want to work with us.	Floor Holder
yeah we never had our data format discussion.	Floor Grabber
all the way down to an individual machine.	Expansions of y/n Answers
and then in the end you upsample it to match the final features number of	Expansions of y/n Answers
um i think we should be able to wind up in another half-hour or something.	Hold Before Answer/Agreement
if you wanted to get regions for american english you could copy what they did in timit.	Offer
for those people willing to stay.	Expansions of y/n Answers
i don't know if this would mess other things up.	Downplayer
like the channelized version really doesn't have any more information.	Rising Tone
well i'm saying in practice yeah.	Affirmative Non-yes Answers
i mean the transmission over over the air interface is like a buffer.	Statement
because they usually at the end of the show they'll tell what the name of the company is the captioning company that's doing it.	Defending/Explanation
and then in the brackets what it	Collaborative Completion
but uh again i i don't know if we'll end up with if we're going to be c p u limited on anything that we're doing in this group.	Statement
it's it's sort of fantasy.	Assessment/Appreciation
yes i have.	Accept
oh morgan.	Misspeak Self-Correction
um so far i've thought of it as sort of adding it onto the modeler knowledge module.	Hold Before Answer/Agreement
and then um if we can um	Floor Holder
not that much.	Reject
but then someone else said no.	Statement
how much will he is he willing to spend?	Rhetorical-Question
ain't science wonderful?	Assessment/Appreciation
what the heck are we going to do about microphones?	Rhetorical-Question
what are what are the sizes of any of these sets?	Wh-Question
but we start the write up right away because as you say there there's only minor differences between these.	Action-directive
yeah well we'd	Acknowledge-answer
we're going to need we're going to need ten to a hundred hours to train the tools and validate the tools the do the to to do all this anyway.	Defending/Explanation
the same it might be the same company or it might be a different company.	Maybe
yeah absolutely if they have a way of doing it.	Accept
and and the on line normalization as well in that category.	Statement
so first thing well you're absolutely right.	Statement
actually the acoustic may not be either.	Dispreferred Answers
you can kind of tell from the context.	Statement
well they're	Interrupted/Abandoned/Uninterpretable
yeah if	Acknowledge-answer
i think it was numbers.	Humorous Material
and i was making all sorts of inconsistent problems so i stopped it.	Statement
can can't we buy an expander that you just	Offer
well we we we've had a lot of discussions about it.	Hold Before Answer/Agreement
well so we haven't even you know we haven't collected a byte yet.	Floor Grabber
well these here are the p z m's.	Statement
and then you know within this context this person has the following roles and it could be very loose.	Offer
yeah so you so you	Acknowledge-answer
can i be excused?	Rising Tone
and know the position of the people.	Offer
we're on.	Statement
because he does make a good point about the region.	Statement
that's another another way to go.	Affirmative Non-yes Answers
uh under the communicator project.	Expansions of y/n Answers
so the decoder shouldn't take a really long time and.	Defending/Explanation
um just you can just sit here.	3rd-party-talk
but just testing on t i digits would already give us some information about what's going on.	Statement
i would not be as thorough.	Statement
you won't be able to look at it.	Expansions of y/n Answers
okay let's do them one at a time instead of simultaneous since we actually have time.	Offer
uh much as i said with j rasta.	Statement
um i mean what	Floor Grabber
i i'm not sure how that works.	Other Answers
um on the other hand	Floor Holder
doesn't hurt but doesn't get a little better or something.	Understanding Check
i mean the other thing which which it might come in to is if there was some problem in the re training.	Offer
yeah he suggested a smaller capacitor.	Floor Grabber
that'd be kind of creepy.	Assessment/Appreciation
you know perhaps?	Declarative-Question
yes very true very true.	Accept
so we are going to fix this for the moment and work on the other aspects of the whole system.	Commit
um it says it looks like the groupings are important.	Floor Holder
although that's that may be a misnomer.	Expansions of y/n Answers
with some some gap.	Collaborative Completion
and yet you have to check the channels for if they did backchannels or if they did other things that you need to encode that weren't on the pre segmenter.	Floor Holder
what do you mean by	Wh-Question
all ten hours?	Understanding Check
which is the uh the macrophone training.	Statement
that's kind of interesting though.	Assessment/Appreciation
so uh i i i think it's it's uh	Statement
they got like scuba gear on and like hooking them?	Understanding Check
and then the post processing can be uniform and stuff like that.	Defending/Explanation
there's another there's another word error.	Affirmative Non-yes Answers
high pitch hum.	Defending/Explanation
it wasn't p.l.p. because hynek hadn't invented it yet.	Expansions of y/n Answers
it would affect stuff.	Expansions of y/n Answers
i mean jane had had comments like uh to who who the person was speaking to.	Expansions of y/n Answers
he does it a	Affirmative Non-yes Answers
yeah okay now what i would say um	Acknowledge-answer
i mean because primarily the markings are at speaker change.	Defending/Explanation
because you've got the pre voicing before the consonant actually begins.	Defending/Explanation
shift backspace to collapse it yeah.	Statement
you can get the ground truth.	Collaborative Completion
but um i just pay attention more to the fact that every pretty much all the time in normal conversation there are interruptions.	Floor Holder
yeah one can imagine the problems that that would engender.	Accept
not one quarter.	Reject
but but but the thing is that if you um if you detect that there's periodic strong periodic components then you can use a voiced voice thing.	Defending/Explanation
research yeah.	Collaborative Completion
hey i caught one this one and it's already cooked!	Exclamation
oh okay i'll ask david then.	Acknowledge-answer
that's that's really something.	Assessment/Appreciation
oh stephane always has these great ideas.	Statement
it would be underneath that little resolution bar?	Understanding Check
and it i especially brought the bottom along to try and generate some frequencies that you may not already have recorded.	Statement
or is the breathing and things	Or-Clause
we got to be convinced we understand what's going on.	Defending/Explanation
that's that's a	Statement
and this will not affect the final score almost.	Statement
and so uh there's a higher probability of it making an error uh in the first utterance.	Floor Holder
and to our listening audience.	Humorous Material
and so you need something else.	Offer
so it wouldn't be that hard to go back and	Reformulate/Summarize
um i didn't get it.	Floor Holder
which i guess i would ask carlos about that.	Statement
i have uh the result of my work during the last days.	Statement
but but just	Interrupted/Abandoned/Uninterpretable
yeah but this all these things i have to still try it on the t.i. digits.	Floor Grabber
but i can just take this.	Rising Tone
well we don't know for sure.	Other Answers
those aren't the kind of things that come up.	Statement
which they're not doing.	Expansions of y/n Answers
i i don't know how.	Other Answers
but it sounded very good.	Assessment/Appreciation
yeah um so the second point is that we have no single cross language experiments uh that we did not have last week.	Floor Holder
yeah so there are with this technique there are some	Floor Grabber
and the acoustic models are like triphone models or or is it the whole word?	Or-Question
oh yes good example!	Exclamation
i personally only want text data.	Statement
so what's the schedule on these things?	Rising Tone
it's not any of the extra um you know glottal thing.	Defending/Explanation
that's hard.	Assessment/Appreciation
you'd say ten?	Understanding Check
but you have a re synthesized thing that you that's an an option here.	Understanding Check
thrift that's good.	Assessment/Appreciation
was to at spend at least part of the time trying to uh build the influence links.	About-task
and the peers.	Expansions of y/n Answers
until we reach the gigabyte thing and david johnson kills me and we're going to put it on the web site yeah.	Affirmative Non-yes Answers
and then pause between the the gaps.	Action-directive
and so that was one suggestion.	Statement
right it's because they make people feel like television stars.	Floor Grabber
which is if that's true uh how do we want to combine those?	Or-Question
but uh i i will uh i will do the the study of the with the with the program with the uh the different uh the nnn distribution of the duration of the overlaps.	Commit
he he'll like	Interrupted/Abandoned/Uninterpretable
uh what is it?	Hold Before Answer/Agreement
some in some cases the clean speech is like when it's estimated it goes to very low values.	Defending/Explanation
but when you look across a bunch of these and there's some some pattern	Interrupted/Abandoned/Uninterpretable
um uh i think the file regards reorganization also um another issue there is disk space probably.	Hold Before Answer/Agreement
well we yeah we don't have a third dimension there yeah so it's	Affirmative Non-yes Answers
i mean when when you start looking at these kind of results i think it usually is is pretty intuitive.	Statement
you also could do it by uh spectral subtraction before the variance normalization.	Understanding Check
as you could be with these things hanging on you.	Expansions of y/n Answers
so if it's a.c.l. then it's a. underscore c. underscore l. .	Statement
over over the entire over the entire channel.	Negative Non-no Answers
two or more different functions.	Expansions of y/n Answers
and there are there were some bugs in the program.	Statement
is there a difference in price or something?	Rising Tone
rover the rover decision.	Statement
very surprising.	Assessment/Appreciation
which was would be really good for funding purposes.	Defending/Explanation
but they all want to be next.	Statement
so when is she showing up?	Rising Tone
they're on a different disk even.	Understanding Check
or that's it.	Statement
uh but uh uh	Floor Holder
yeah but if the words are more predictable.	Accept
and even though i've taken french and i speak french fairly well um i found the spanish to be much harder.	Defending/Explanation
and and should we say that this interests uh affects the likelihood of of entering?	Rising Tone
and to see how much worse that is.	Expansions of y/n Answers
yeah i mean you need actually three to the five.	Floor Grabber
yeah but that's not uh	Acknowledge-answer
i would like to get away from having only one specific grouping.	Maybe
i mean if everybody was in the universities collecting data we are you are i mean sharing the data and making a bigger corpus is going to be you know a benefit for everybody.	Statement
rather than with with a periodic source.	Understanding Check
we also had the uh uh that we were uh that you were going to get us the eight hundred number.	Topic Change
did you build any houses?	Rising Tone
it actually improves over the baseline of not having a wiener filter in the whole system.	Defending/Explanation
unvoiced.	Collaborative Completion
without knowing that other people have the same desire at the same point in time.	Expansions of y/n Answers
so i mean either either we figure out how to use a machine somebody already in the group already owns and the idea is that if it's it perk you know it's an advantage not not a or else we we literally buy a machine exactly for that purpose.	Offer
they meant tickle as in	Statement
if if we wanted to do that.	Defending/Explanation
okay why don't we can we change that?	Floor Grabber
so that's that's really not not bad.	Assessment/Appreciation
these categories.	Expansions of y/n Answers
wait i i'm sorry?	Signal-non-understanding
intelligent room sorts of things.	Expansions of y/n Answers
and he's he wanted to um look at um how people respond to formant changes i think.	Statement
no but certainly one of the issues is is the uh is security.	Floor Grabber
okay so the the short thing is um we have uh tape recording uh uh sorry digitized recordings.	Hold Before Answer/Agreement
but we are facing of course much more um realistic problems.	Rising Tone
he and then he uses that to classify.	Statement
i guess i would say you know sometimes we've seen hmph in literature meaning	Offer
and then you know a filter will have a certain behavior.	Defending/Explanation
it's just a digital record.	Defending/Explanation
and and and uh and exhaustively searched all size subsets.	Statement
because we may end up with this crunch where all of a sudden we have to cut the latency in half or something.	Defending/Explanation
i mean you guys are more expert on that i mean than i am.	Statement
and he says you you've changed your perfume.	Statement
were you were you were you were you measuring it?	Rising Tone
i guess they are going ahead with the same weighting.	Dispreferred Answers
two h t k.	Self-talk
actually um um actually not.	Reject
a dollar a query?	Offer
to to hold shift down while you're backspacing?	Understanding Check
and then pick some from that.	Defending/Explanation
but if you had could have a system where before they began to use it they had to introduce themselves verbally.	Offer
know what numbers.	Statement
is it a statue?	Expansions of y/n Answers
okay just for starters.	Acknowledge-answer
that's that's how i've been doing it.	Affirmative Non-yes Answers
so i'll um i'll actually after the meeting i'll add the second stream to the vad and maybe i'll start with the feature net in that case.	Commit
yeah people with the phrase them.	Acknowledge-answer
i i i don't find that	Assessment/Appreciation
because um i i do think	Defending/Explanation
the uh the flat panels.	Expansions of y/n Answers
definitely true.	Accept
okay so i got a little printout here.	Acknowledge-answer
this is this this is stephane.	Understanding Check
yeah i mean that's a nice feature.	Acknowledge-answer
whoa.	Thanking
uh in fact if if it was really major if it's the thing that really stuck in your head then you might not need to go back and and and check on it even.	Floor Holder
so it's it would be neat.	Statement
that was that's one you should probably go to.	Offer
i know i don't know if people tried this for aurora.	Other Answers
i called it	Expansions of y/n Answers
no two is bad.	Misspeak Self-Correction
i'll i'll maybe i'll ask carlos a little more about how to play with those filters.	Commit
yeah in fact if if if you use the right verb for each in common	Floor Grabber
there are two baselines.	Statement
and get get our treats.	Expansions of y/n Answers
software.	Defending/Explanation
i mean you do it in a pretty conservative way.	Defending/Explanation
finds the time marks for that particular one.	Expansions of y/n Answers
word error rate.	Statement
but johno?	Rising Tone
which is like final filter is acting on the input noisy speech rather than on the cleaned up.	Expansions of y/n Answers
oh the other thing i guess which which	Statement
you maybe you want one overall tag for sort of that would be similar to that.	Offer
um these are better if they're worn correctly.	Affirmative Non-yes Answers
because you always know	Defending/Explanation
stop torturing them!	Action-directive
because people will start to forget it as soon as they leave.	Defending/Explanation
oh i'm not allowed to.	Acknowledge-answer
we've got two hours of space now.	Statement
i i i think and it may be that it was not from anybody here.	Downplayer
then i indicated it as a segment which contained this utterance plus an overlap.	Defending/Explanation
it's based on your presegmentation.	Statement
except if if it's the thirty one at midnight.	Reject-part
uh uh fff!	Exclamation
so that's something you could do with um this final system.	Offer
and um we already talked with andreas thilo and david.	Rising Tone
and then p r n.	Reformulate/Summarize
probably we should wait until after adam's set up the mikes.	Offer
i don't even know if it's relevant or useful to know.	Downplayer
i wonder where the p. went though.	Statement
looking at envelope only that we'd be significantly worse than that.	Rising Tone
or uh what you were saying languages in the home.	Offer
but we haven't specified to them.	Statement
so you have it either means uh himself or it means even.	Statement
if you knew something about what was said.	Rising Tone
high involvement.	Statement
oh and do you want us to mark the roughly the time we start?	Floor Grabber
because it doesn't work at all.	Defending/Explanation
deltas.	Statement
should we should we interpret what he says?	Rising Tone
because i think we might want to go with that.	Defending/Explanation
like those groups?	Understanding Check
okay so we read the transcript number first.	Acknowledge-answer
so for a word like because is it that it's always predictably because?	Rising Tone
uh absolutely.	Accept
how can they tell that?	Wh-Question
so that's that's put in and you know it may even end up with mel spectrum even though i'm saying i think we could do much better just because it's simple.	Statement
because he seems to be the chairman.	Defending/Explanation
and you know maybe if it's used in combination it will get at something that we're missing.	Floor Holder
um so right now i'm in in the phase where i'm looking at at um deciding on a initial set of intermediate categories.	Statement
they just they have it though.	Statement
because it's the only place where where they're used.	Defending/Explanation
uh with respect to to the hidden layer size and to the targets.	Misspeak Self-Correction
that's determined by what the experts are saying?	Understanding Check
what are you nodding about?	Humorous Material
but i think just having the results there.	Statement
yes that's fine.	Accept
you know less variation.	Expansions of y/n Answers
you have your own?	Understanding Check
well a low pass filter at at twenty five hertz.	Expansions of y/n Answers
for the v a d?	Understanding Check
uh i have no idea.	Hold Before Answer/Agreement
we need different color pens definitely.	Offer
to sort of	Expansions of y/n Answers
but not to be exhaustive.	Repeat
it does get pretty big yeah.	Mimic Other
and and but then we would need to label it.	Statement
what if we make the system really annoyed?	Offer
oh you did that by hand?	Understanding Check
so you think two you think two hours is the is the total that we have.	Understanding Check
uh but you could.	Hold Before Answer/Agreement
spine.	Collaborative Completion
which is bounded to like two or three when the s.n.r. is below zero d.b.	Expansions of y/n Answers
yeah yeah seriously.	Accept
because it has a a mean and variance update time constant.	Defending/Explanation
yeah well the point is that the point is that um what i what i listened to when i re synthesized the l the l p c twelve spectrum is in a way what the system uh is hearing.	Floor Grabber
we just use the clean f f t bins.	Statement
it just seems like that's a very different thing than what we're doing.	Negative Non-no Answers
that might be a query.	Defending/Explanation
because we want to we want to double mike everybody.	Defending/Explanation
or maybe we should wait until the summary of this until this meeting is transcribed.	Offer
well i think the question is what the research is.	Statement
do they?	Yes-No-question
before the on line normalization.	Expansions of y/n Answers
sounds	Interrupted/Abandoned/Uninterpretable
no it still has three.	Dispreferred Answers
channel	Acknowledge-answer
that was the uh the data collection in a nutshell.	Reformulate/Summarize
which is two hundred eighty hours of speech.	Statement
oh i guess we're not done.	Acknowledge-answer
oh that if you if you use purely energy and don't look at anything spectral then you don't have a good way of distinguishing between low energy speech components and nonspeech.	Acknowledge-answer
that was that was my motivation.	Affirmative Non-yes Answers
what type of utterance?	Rhetorical-Question
well one thing to take into consideration is are there any um for example the people who are funding this work they want this work to get out and be useful for discourse.	Offer
it's obviously not true.	Mimic Other
and what that means is at the time when we	Statement
so i let me let me just stop you there.	Action-directive
l p c re synthesis.	Repeat
so i think that's probably the the right way to do that.	Assessment/Appreciation
never changes.	Affirmative Non-yes Answers
are you saying that you have both?	Rising Tone
it's probably unlikely that we'll pull this off.	Downplayer
assuming he uses the new naming scheme then he should call the waveforms	Offer
oh super.	Assessment/Appreciation
yeah i mean it it always seemed to us that it would be kind of nice to in addition to uh reducing insertions actually use up less bandwidth.	Defending/Explanation
will will somebody go back and fill that in or we just won't have it or	Open-Question
would we get worse performance?	Rising Tone
well i think the answer is we need to record as many as we can.	Offer
undergrad grad post doc professor and then other with a colon and a place where you can fill in if there's some other.	Statement
uh which is to get rid get rid of that long link between who the user and the endpoint.	Floor Holder
and so sometimes you have to um try to listen.	Statement
but that still allows for the possibility of the of the user model affecting our decision about whether a strike is the sort of thing which is going to keep this user away from	Statement
oh yeah absolutely.	Accept
this was a different interface entirely?	Understanding Check
there's probably some	Statement
