sentence	label
it's quite a bit different.	Collaborative Completion
what's the, uh,	Uninterpretable
where do you all live?	Wh-Question
the, the one that i think,	Uninterpretable
it's really strange,	Statement-non-opinion
in fact, uh, uh,	Uninterpretable
we, we tried to, to, to,	Uninterpretable
been,	Uninterpretable
and so  at some level the, the, the, uh,	Uninterpretable
but then we can back up.	Action-directive
i hate to say it	Hedge
that's what i keep telling this person,	Affirmative Non-yes Answers
and, uh, it	Uninterpretable
well, where are we going to impose you know,	Rhetorical-Question
oh, like a miata or something like that?	Declarative Yes-No-Question
i like foreign cars a lot.	Statement-non-opinion
oh, you agree with schwartzkopf who says, uh, drive on into baghdad.	Declarative Yes-No-Question
there's different ways to do it.	Hold Before Answer/Agreement
well, because i'm right here in dallas i, i kind of pull for dallas.	Affirmative Non-yes Answers
because, he didn't	Uninterpretable
uh  the,	Uninterpretable
that's what your going, that's what you'll always be.	Quotation
have you ever, um tried pappasito's?	Yes-No-Question
oh, does she?	Backchannel in Question Form
or it'll, it'll tear up a nice tiller	Statement-opinion
as long as you have so many diverse groups that are, that are vying for power, it's going to happen all the time.	Statement-opinion
um, does, does he ever, uh, refinish furniture or anything like that?	Yes-No-Question
and we're already locked in	Quotation
and, uh, you ought to get it.	Action-directive
just um the crawfish i mean it just has a taste of its own	Statement-non-opinion
leave?	Yes-No-Question
the cattiness behind,	Uninterpretable
or you do that as, just on the side, or what?	Or-Clause
i still don't know that much about football, obviously.	Statement-non-opinion
what's  your, uh,	Uninterpretable
my goodness, diane, get down from there.	3rd-party-talk
are overmedicated, too.	Collaborative Completion
so, did they,	Yes-No-Question
and, you know, if you take this regularly, you'll be a sane and productive member of society you know,	Quotation
i, i think you understand what i'm getting at,	Declarative Yes-No-Question
my wife had, uh, just put in a bunch of, i want to say, they are pansies.	Statement-non-opinion
we just, uh, we did like, uh, we drove down to houston to visit friends,	Statement-non-opinion
and it sort of, uh,	Uninterpretable
yes sir.	Other
uh, bertinelli, or what's her name.	Statement-non-opinion
what do you, what  do you that you're,	Wh-Question
i'd, i bet.	Appreciation
have you ever been down here?	Yes-No-Question
my husband and i met in graduate school, at indiana university	Statement-non-opinion
but, um, are you involved with the legislature up there,	Yes-No-Question
but i, but i don't, but i know it's on a	Uninterpretable
do you work full time?	Yes-No-Question
how did you ever get into that?	Wh-Question
i'd	Uninterpretable
is that pretty good?	Yes-No-Question
that's rather interesting.	Appreciation
did you have a nanny	Yes-No-Question
not hard when you first came.	Declarative Yes-No-Question
yeah uh-huh	Acknowledge (Backchannel)
now do you still own a house?	Yes-No-Question
it took me a long time, they're talking about the viaducts.	Statement-non-opinion
you actually  have students with, with beepers?	Yes-No-Question
but there have been	Uninterpretable
do you like randy travis?	Yes-No-Question
it seems like they would be able to.	Agree/Accept
oh, what else can i tell you about painting?	Rhetorical-Question
uh, what's the main, what's the main difference between republicans and democrats?	Wh-Question
might have been better.	Statement-non-opinion
oh, they're all,	Uninterpretable
uh, more than likely.	Agree/Accept
and i just quit, oh, about fourteen months and two weeks ago.	Statement-non-opinion
i forget to.	Conventional-closing
did you go fishing?	Yes-No-Question
you're probably right	Maybe/Accept-part
the quantities	Collaborative Completion
uh, uh-huh	Acknowledge (Backchannel)
and, uh, i just, you know,	Uninterpretable
we have got so little landfill space left that we're going to run out before the end of this decade.	Statement-opinion
that's not true.	Statement-non-opinion
read my lips.	Quotation
we, we	Uninterpretable
in my,	Uninterpretable
i can imagine that.	Appreciation
everybody brings their favorite dish	Statement-non-opinion
and the.	Uninterpretable
it sure was,	Agree/Accept
am i pretty texan?	Yes-No-Question
this	Uninterpretable
and it's definitely got to do with crime.	Statement-opinion
you can't chat all day, huh	Yes-No-Question
it depends, a lot of, uh, a lot of things were thought that, uh, as,	Hold Before Answer/Agreement
uh, you're a red sox fan too?	Backchannel in Question Form
some states, uh, say that you have to be a certified teacher in order to do that.	Statement-non-opinion
well, that, do not,	Uninterpretable
saint claude is that sound familiar?	Yes-No-Question
be everything, be supermom,	Collaborative Completion
and, uh, so i was really disappointed in that because i like him real well.	Statement-non-opinion
well, you can come over to my house and spend it	Action-directive
what, what changes do you think have taken place in the last generation?	Wh-Question
um, but there is starting to,	Uninterpretable
now, you,	Uninterpretable
i, know it.	Agree/Accept
well you do have a hard time finding time  then don't you?	Yes-No-Question
and that's why you,	Uninterpretable
judith krantz?	Declarative Yes-No-Question
oh, the, the mexican coast.	Summarize/Reformulate
surprisingly, no.	No Answers
and, uh, and i had just got the kitten when he asked me that	Statement-non-opinion
nothing  escapes, right?	Yes-No-Question
are you a student	Yes-No-Question
now was that just on handguns or was that on rifles?	Yes-No-Question
but i,  i don't know.	Hedge
oh, we're past that now.	Dispreferred Answers
i kind of wonder what, what kind of tradition we're going to establish for our family.	Statement-non-opinion
am i related to you?	Quotation
uh, gee.	Appreciation
or, right,	Acknowledge (Backchannel)
um, oh, i i have a love affair with john bradshaw.	Hold Before Answer/Agreement
that, that's too bad.	Appreciation
anybody that wants a cucumber can have it.	Statement-non-opinion
have you been out working and then gone back to school	Yes-No-Question
new hampshire.	Repeat-phrase
that kind of schedule, you really need a lot more sunshine.	Statement-opinion
that, that, that's true.	Agree/Accept
and some of the things that were important to me, uh, when my husband was looking for his job, was, um, hours, you know,	Statement-non-opinion
it's your own,	Uninterpretable
uh, bye.	Conventional-closing
i mean, what would it take,	Uninterpretable
hand picked	Summarize/Reformulate
let me turn the t v off,	Hold Before Answer/Agreement
i don't, i don't, i don't,	Uninterpretable
it seems like the stuff that they put out now, it, i mean, i, doesn't just seem like it,	Statement-opinion
but to, i mean to use any of the facilities is, is no extra charge.	Affirmative Non-yes Answers
so now what are your opinions on recycling?	Open-Question
now, uh,  you know if they ever,	Uninterpretable
thank you, sandy.	Conventional-closing
well, i haven't been,	Uninterpretable
it doesn't have	Negative Non-no Answers
what kind of a degree have you got?	Wh-Question
they're just,	Uninterpretable
and, um, he's told me it gets forty-two miles to the gallon.	Statement-non-opinion
frank e peretti	Repeat-phrase
where do you work in research,	Yes-No-Question
that's, it, that's the fun part, trying to figure out what you've got to breed them with,	Statement-non-opinion
and that he had	Declarative Yes-No-Question
well, i know at t i they have most of the stuff on the printout, don't they? i mean, on the computer where you can read the daily news?	Yes-No-Question
you know, if someone is something more than a social drinker, shall we say, yet, they're not an alcoholic, what do you do?	Rhetorical-Question
rather than  anticipating.	Summarize/Reformulate
and of course on the news i try to listen and also read between the lines you know	Statement-non-opinion
i don't think we've gone our, our ten minutes	Conventional-closing
or jewish,	Quotation
well, so, so that's another thing that has to adapt is, you know, the, the father's attitudes about, you know, who, whose job is this.	Statement-opinion
i think there, there's some in east texas there's some pulp mills,	Statement-non-opinion
but i don't need that	Statement-opinion
she had to label everything.	Declarative Yes-No-Question
but they saw it.	Statement-non-opinion
i see what year saying,	Appreciation
we, uh, we do	Uninterpretable
but, uh, you know, find out when they are holding the petroleum fair, uh,	Action-directive
is that what you do?	Yes-No-Question
and, uh, he has had a couple of inches in his house several times.	Statement-non-opinion
but i think, um,	Uninterpretable
and i think we just sort of unconsciously do it.	Statement-non-opinion
their mistakes are made.	Collaborative Completion
you must have some of their lines memorized	Statement-non-opinion
and i decided that it was very important to me to stay home.	Statement-non-opinion
and and so it really helps our garden,	Statement-non-opinion
i can i can believe that.	Appreciation
and  it's filled with what, whip cream  and, and strawberries and something?	Declarative Yes-No-Question
and there are a few in some of the more, like in	Uninterpretable
are you a golfer?	Yes-No-Question
well i think that was part of it,	Other Answers
wonder years?	Yes-No-Question
what's your second favorite?	Wh-Question
sounds like	Uninterpretable
but it's, it's fun to,	Statement-opinion
and, uh, i think the other,	Uninterpretable
oh, several of our rooms got ruined,	Other Answers
but i don't, i don't know if it's still playing any where else.	Statement-non-opinion
so i have auditions coming up.	Statement-non-opinion
well have you ever served on a jury?	Yes-No-Question
that's hard to say.	Hedge
we don't get much texas politics out in california, to be honest.	Statement-non-opinion
sorry for the delay.	Apology
that sure is.	Agree/Accept
well, i got a patio,	Statement-non-opinion
uh, not very often.	Negative Non-no Answers
i thought, wow	Appreciation
conscious,	Collaborative Completion
now, i firmly believe in that	Agree/Accept
do i vote?	Signal-non-understanding
i guess that's a good question?	Declarative Yes-No-Question
i don't know what it's like around, uh, hattiesburg.	Declarative Wh-Question
because they do know, you know, if you sentence them to three life times, then they probably won't get out on parole.	Statement-opinion
oh very good.	Appreciation
i hope you get into camping some day, just slowly.	Statement-non-opinion
let's see if i can remember it,	Hold Before Answer/Agreement
in europe, they seem to have mentality,	Uninterpretable
so i get,	Uninterpretable
do you have that where you live	Yes-No-Question
what do you teach?	Wh-Question
you hear anybody doing that  any longer	Other
for about four weeks.	Statement-non-opinion
i, i read a few articles off in the newspaper and some publications where stress, uh, for those people that are laid off and also for those people that are not laid off but were threatened with a layoff and threatened with a reduction in their company is extremely high right now.	Statement-non-opinion
i think, the, the significant thing is, is today did, did you, uh, did you see barbara walters interview with schwartzkopf?	Yes-No-Question
so are you working your way through college?	Yes-No-Question
they'd, you know,	Uninterpretable
inside.	Repeat-phrase
well, it was really good hearing from you	Conventional-closing
so, you've got, you've got a modem in it then.	Summarize/Reformulate
and i, i certainly don't know myself,	Hedge
?	Yes-No-Question
i tell you what.	Other
well, i really think so.	Affirmative Non-yes Answers
well, i've heard a lot of good things about it.	Statement-non-opinion
well, and it, it, you know,	Uninterpretable
right. uh,	Acknowledge (Backchannel)
well, then i guess there are a lot of, a lot of things that people could do to contribute to the good of the country.	Statement-opinion
did you vote in the last, uh, national election?	Yes-No-Question
i'll be needed.	Quotation
well, actually, we can, we can, i can take a highway the whole way down,	Maybe/Accept-part
i don't know, fish.	Hedge
do those can crushers work good?	Yes-No-Question
well, we don't right now,	Negative Non-no Answers
are they things you already owned or you pick them up just to do that refinishing?	Yes-No-Question
it is about the same weather here.	Conventional-closing
what is it, uh, the act where they had to cut everything across the board	Wh-Question
of course, you can	Quotation
will you, uh.	Rhetorical-Question
and we decided,	Uninterpretable
see, you need to go there.	Action-directive
uh, in between the thunder showers,	Hold Before Answer/Agreement
that's, that's bad .	Statement-opinion
but,  uh, so, yeah,	Conventional-closing
it was, uh, you know,	Uninterpretable
celery seed.	Collaborative Completion
and i can't really,	Uninterpretable
a worm?	Yes-No-Question
well, it really isn't too big yet.	Dispreferred Answers
i would imagine they are.	Appreciation
well, that's interesting, isn't it,	Yes-No-Question
have you been, uh, struggling along those lines?	Yes-No-Question
you're doing the newspapers and the glass?	Yes-No-Question
i don't know a whole lot about it.	Hedge
it's not firing first.	Statement-non-opinion
anything,	Conventional-closing
just to read them.	Collaborative Completion
we have got a lot of those.	Statement-non-opinion
when he starts toddling around and stuff.	Statement-non-opinion
they like to get out there	Statement-non-opinion
but  maybe, uh,	Uninterpretable
let's see what else do you do to your house?	Open-Question
and then, of course, one thing i think, too, is with	Statement-opinion
well i saw half of it,	Statement-non-opinion
if they don't make a criminal check, why do you have to be fingerprinted.	Rhetorical-Question
even better than roger rabbit insofar as animation?	Yes-No-Question
ha ha.	Quotation
did they die or what?	Yes-No-Question
how do you feel about that lenore ?	Open-Question
but there's some of the day-to-day needs that they just are not able to deal with physically anymore.	Statement-non-opinion
and, uh  you know, and so the students were, you know, to some extent, motivated to learn.	Statement-opinion
what do you think about, uh, you know,	Open-Question
get us going.	Action-directive
well, i crochet,	Affirmative Non-yes Answers
but, uh, um, so, okay	Uninterpretable
so, i mean,	Uninterpretable
so where do you think they target their efforts?	Rhetorical-Question
but, but i think it,	Uninterpretable
and, uh, and that sort of forced them.	Statement-non-opinion
but i've seen it on t v where the juries go one way	Statement-non-opinion
so that explains all the, uh, computer assignments.	Summarize/Reformulate
i, you know, i, uh	Uninterpretable
so you look at it more as a task.	Summarize/Reformulate
i let her do all the planting and putting,	Statement-non-opinion
do you, do you have children?	Yes-No-Question
one of them was for a couple of years	Other Answers
oh  well that sounds like fun too	Appreciation
well, i'd be curious as to what the, uh, requirement for a, an acquittal is.	Hold Before Answer/Agreement
and we'll all go see regarding henry	Quotation
here it's, it's, uh,	Uninterpretable
fried chicken.	Repeat-phrase
i stay home with my children.	Statement-non-opinion
so there's a lot of consideration.	Statement-non-opinion
but  , they learn from their friends,	Statement-opinion
oh, what's that,	Uninterpretable
or do you just buy along the same artist?	Yes-No-Question
no, no,  deductions,  nothing.	Declarative Yes-No-Question
and, you wonder, you know, what kind of quality job would they do, you know, just sit around for their year,	Rhetorical-Question
i just think they were not doing anymore, you know, than they had to do.	Statement-opinion
it could be supportive.	Collaborative Completion
so, you have no children at all.	Summarize/Reformulate
how were they toward the united states in terms of just general, relationships,	Open-Question
you know, they, they see most, uh,	Uninterpretable
that's, uh, it's interesting.	Appreciation
i don't know how familiar you are with maryland,	Declarative Wh-Question
and so i really do see what you're saying there.	Agree/Accept
and he goes, human nature	Statement-non-opinion
did you like, do you use credit cards?	Yes-No-Question
so it's been real exciting.	Appreciation
we've gone out to, um, uh, a place in western pennsylvania called falling water.	Statement-non-opinion
you're going to get one shot at us	Quotation
but i guess to get back to the main topic, i don't know whether i pay too much taxes.	Statement-non-opinion
why don't you, why don't we, why don't you do about thirty seconds	Action-directive
i said, uh, why do i feel like i need to start pushing myself more.	Statement-non-opinion
it is because that's when they are clinging to mama,	Agree/Accept
so, well, i'm trying to think of what other kind.	Hold Before Answer/Agreement
but you know	Yes-No-Question
and, uh, he gives a wealth of information, very practical stuff	Statement-non-opinion
i tell you i read that book to my kids so many times i almost have the thing memorized.	Statement-non-opinion
and, you know, various people in the communities want us to play for things,	Statement-non-opinion
that's how they obtain information about segments of society and group them into age brackets, uh, their habits, their hobbies, their income.	Statement-non-opinion
or are they,	Uninterpretable
more like embroidery or something.	Statement-non-opinion
well i didn't know that,	Appreciation
how far is it across the lake to canada?	Wh-Question
there's no, uh,	Uninterpretable
people moving as much	Uninterpretable
do you live in the dallas area?	Yes-No-Question
do you feel like you live in an isolated area	Yes-No-Question
i mean, it sounds, sounds terrible to say,	Hedge
how many times have you called,	Wh-Question
is  that right?	Backchannel in Question Form
i think that's probably true.	Agree/Accept
what do you take?	Wh-Question
and i'd like to see the, uh, the data on that.	Statement-non-opinion
i'm not sure, i'm not sure who they play.	Statement-non-opinion
because you see the reliability and the types of problems they have	Statement-non-opinion
what, like, sequoia national park?	Yes-No-Question
well you ought to come to north carolina.	Action-directive
and i have to,	Uninterpretable
i, i believe that's a, for, for civil suits it's not unanimous, right,	Yes-No-Question
because, uh, you know,	Uninterpretable
emmett smith.	Repeat-phrase
and you're coming out of it all right.	Summarize/Reformulate
and, uh, so, uh, i, we're not going to be in the market for, in the near future for any new car.	Statement-non-opinion
that's, that's right talk to,	Agree/Accept
well, it, it, it is	Agree/Accept
i don't know how it works exactly	Hedge
do you just brown the chicken to get it colored	Yes-No-Question
and my legs, you know,	Uninterpretable
use the boat for transportation.	Collaborative Completion
i think it could happen,	Agree/Accept
so, uh, what do you think about child care	Open-Question
huh, rough type, huh	Backchannel in Question Form
um, he just, uh,	Uninterpretable
two thousand out of eleven thousand, that's about a little over twenty per cent. uh,	Statement-non-opinion
what are we going to do with all the soldiers over there?	Rhetorical-Question
i, i've just gone blank.	Hold Before Answer/Agreement
well, she just sent me the information out.	Dispreferred Answers
and, and, uh, they try to, tend to try to do, outdo each other with raciness, i think,	Statement-opinion
uh, do you all start planning real far ahead of time?	Yes-No-Question
i'm steve.	Conventional-opening
where did you go on your last vacation?	Wh-Question
well, what if it breaks?	Quotation
my, uh, son has a, uh, oh,	Statement-non-opinion
they maintain trails	Statement-non-opinion
oh, the big company.	Summarize/Reformulate
but. but, you know, they're, uh,	Uninterpretable
no, uh.	Agree/Accept
so, i was on my way to work one day	Statement-non-opinion
you're kidding me.	Backchannel in Question Form
but, uh, i, i, couldn't even	Uninterpretable
see, i think that's wonderful.	Appreciation
but about a week ago we were up to eighty and eighty-five degrees.	Statement-non-opinion
and so, i, uh, checked out all the new places that were near us	Statement-non-opinion
i think it, it's, it's sticking your finger in the holes in the dike.	Statement-opinion
and did,	Uninterpretable
they can, yet they,	Uninterpretable
they hold it on the weekends?	Yes-No-Question
where am i?	Signal-non-understanding
by trying to get them to conform to concern standards they, uh, kind of, uh, eliminate a lot of the, uh,	Statement-opinion
or are they scattered?	Or-Clause
we fin,	Uninterpretable
they're cheaper there?	Declarative Yes-No-Question
well okay,	Conventional-closing
and they were really just going on epidemiological, uh,  uh,  guesswork, uh, because the way it was transmitted made it look an awful lot like, uh, hepatitis	Statement-non-opinion
but, um, we were, i mean, um,	Uninterpretable
they're great,	Appreciation
i i think in terms of computer terminology, i look at, you know, price performance and  things like that.  and then a little bit at life expectancy, i guess,	Statement-non-opinion
and everything you worked so hard for all your life	Statement-non-opinion
i've had a regiment now for about, you know, ten, fifteen years of, of doing that	Statement-non-opinion
i'm not sure what the street is,	Hedge
all right, great.	Appreciation
and i go	Uninterpretable
well, they, you know,	Uninterpretable
you know, i mean, some topics,	Uninterpretable
but i think there's enough news out there that they could pass on more factual information to us,	Statement-opinion
that's pretty understandable.	Appreciation
uh, you want to start off?	Action-directive
oh, terrible	Appreciation
knife,	Acknowledge (Backchannel)
they took, uh, the parents and then the, uh, the son,	Statement-non-opinion
is that, uh, is, is it like, uh, a preschool level then or  through  grade school  or,	Yes-No-Question
they don't,  have anything high do they?	Yes-No-Question
are you in the part of town where, uh, they have gotten into the other containers yet for recycling?	Yes-No-Question
is this two year old yours	Yes-No-Question
but they are	Uninterpretable
but so,	Uninterpretable
did you like them?	Yes-No-Question
you know, so, um,	Uninterpretable
but i don't know what do you think some of the long term repercussions might be?	Open-Question
it is a pretty rough area.	Affirmative Non-yes Answers
do you, do you hope to have children,	Yes-No-Question
uh, and it's, uh,	Uninterpretable
has, what's been your voting experience?	Open-Question
but still he was raised with a mom taking care of him	Statement-non-opinion
whatever subject you pick, do it the knowledgeable way	Action-directive
my golly.	Appreciation
believe me, i understand.	Appreciation
so, uh, i keep,	Uninterpretable
i did teach economics at the university one night a week,	Statement-non-opinion
and, uh, do you work for t i?	Yes-No-Question
i don't work for t i	Negative Non-no Answers
how many hours have you been from home?	Wh-Question
so, what are your favorite shows?	Wh-Question
they're, they're usually, a high-strung dog aren't they?	Yes-No-Question
oh, alright.	Acknowledge (Backchannel)
i have a question.	Statement-non-opinion
i have used, uh, word perfect	Statement-non-opinion
i do to because it's amazing, how much, you know, trash,  we can generate,	Statement-opinion
and that's one family, right?	Rhetorical-Question
and it's a great stress, stress reliever.	Statement-opinion
uh, i feel that, uh, that, that music should take chances in one way or another and that, uh, you know, if you've heard a piece, oh, a hundred, a hundred times,	Statement-opinion
there?	Yes-No-Question
so, but, uh, let's see,	Hold Before Answer/Agreement
can you hang on just a minute?	Action-directive
that could  be very helpful .	Declarative Yes-No-Question
and when i got up there the car,	Conventional-closing
or, or do you just research.	Or-Clause
ooh, how great.	Appreciation
well, actually, it's, probably isn't less broad,	Reject
well, let me try it once more	Offers, Options Commits
as to what's	Uninterpretable
what kind o grass do you grow up there?	Wh-Question
and they bring their drugs home	Statement-opinion
there are certain.	Uninterpretable
i you say you take the newspaper.	Declarative Yes-No-Question
across the street, the guy,	Uninterpretable
and,   and how will you,  make that actually happen?	Wh-Question
if we didn't need the oil and if we didn't have the ties with the israelis, we could probably stay out of it.	Statement-opinion
you ought to rent the, uh, f x part one.	Action-directive
that, that does sound neat,	Appreciation
well, that's probably all we need to do today.	Action-directive
and they're both,	Uninterpretable
and you make them into new things,	Quotation
i mean one should be sufficient.	Statement-opinion
i, i question.	Uninterpretable
hang them.	Action-directive
so it's really pretty funny to see my parents get into it,	Statement-non-opinion
and there's no limit.	Yes-No-Question
well i guess we should get on with this.	Action-directive
the news isn't, like, immediate what you'd generally think of as news,	Statement-non-opinion
you know you,	Uninterpretable
so it's really up north in the country, really,  .	Summarize/Reformulate
it was his shoulder, wasn't it, that he had the problems with?	Yes-No-Question
but, the roles that women have played in the last couple of year in our, or couple of generations.	Uninterpretable
they can find things to do and mess around, and plot and scheme and everything else.	Dispreferred Answers
i'm not going up there,	Quotation
but so, that's ,	Uninterpretable
and it's really true.	Statement-opinion
oh man,	Appreciation
uh, we will be.	Other Answers
you know, if nothing else call the sanitation department say, okay,	Action-directive
if you do not have the time to talk to yourself, who are you going to talk to.	Rhetorical-Question
and it made a big,	Uninterpretable
there we  are.	Other
so they each have their own account.	Statement-non-opinion
well, that's  right,	Agree/Accept
oh,  what  was his name, uh,	Self-talk
are, have you been in big cities a long time?	Yes-No-Question
well, what year are you in in college?	Wh-Question
do you all have target stores up there?	Yes-No-Question
they've not really given it attention either,	Summarize/Reformulate
versus,	Uninterpretable
big boom.	Collaborative Completion
shall we say?	Rhetorical-Question
i, i, well i have, uh, these,	Hedge
what's your opinion?	Open-Question
i uh.	Uninterpretable
well, you have a nice day.	Conventional-closing
i mean it's clear to me the man is insane.	Statement-non-opinion
as far as i,	Uninterpretable
which program did you use?	Wh-Question
do you do needlepoint also and cross stitching?	Yes-No-Question
and they take, you know,	Uninterpretable
oh, i hate to hear that.	Appreciation
that is odd.	Appreciation
and, and my grandfather came to bell county on a covered wagon and had ten children,	Hold Before Answer/Agreement
you all, uh, have some,	Uninterpretable
we can either act like we're going to be pro-communist or act like we're going to be pro, uh, pro-democracy	Quotation
what do you, what do you do when you get a, i mean, like a really violent storm like a tornado,	Wh-Question
as a vote.	Collaborative Completion
or do you disagree	Or-Clause
we'll try something different	Quotation
that could have been used as	Collaborative Completion
you know, nato is, is on the way of being disbanded. uh,	Statement-non-opinion
sometimes i wish we'd help them out instead of going all across the world,  and  helping some countries i never even heard of.	Statement-non-opinion
it kind of gets it off their chest.	Collaborative Completion
there,  there was, uh, you know, there was a fairly large building that that was well that belongs to them.	Statement-non-opinion
and they're lifting refrigerators into trucks and and everything else, you know.	Statement-non-opinion
well, that's, that's certainly true of it.	Agree/Accept
well, we never had too much of that	Statement-non-opinion
b m w or mercedes, yeah,	Repeat-phrase
that's interesting. uh-huh.	Appreciation
and i, getting, you know, real world .	Uninterpretable
ready?	Yes-No-Question
where a lot	Uninterpretable
but, uh, but t v, uh, the t v, i, i don't really watch, even if i'm, even if  i'm on it.	Statement-non-opinion
it's, it's been, uh,	Uninterpretable
have you painted anything recently.	Yes-No-Question
but what about the rights of, you know, the rest of society,	Backchannel in Question Form
anyways, but, uh. yeah,	Uninterpretable
well, teachers, you know, they have a, a tough row to hoe, so to speak, they just, always fighting the system.	Statement-opinion
i mean it's a lot of work to see that she's prepared	Statement-non-opinion
so that was the next problem.	Statement-non-opinion
huh, that's terrible.	Appreciation
that they're	Uninterpretable
probably. oh.	Agree/Accept
steak.	Yes-No-Question
all the exhaust. uh,	Uninterpretable
do you, do you have any, uh, credit union where you work or anything like that?	Yes-No-Question
that,  that's real good.	Appreciation
and i.	Uninterpretable
you get the tent all dirty.	Quotation
well i  suppose you could. uh,	Maybe/Accept-part
i wonder, i wonder how, how the civil system or the court system must differ between there and say where i am in minneapolis.	Declarative Wh-Question
is insurance bad there?	Yes-No-Question
i'm sure all over the state of texas now you have three weeks to go for absentee balloting.	Declarative Yes-No-Question
for the dorm,	Declarative Yes-No-Question
oh, you don't.	Declarative Yes-No-Question
first off, do you have children that are in it?	Yes-No-Question
actually, i didn't hear it.	Statement-non-opinion
sitting on a computer?	Yes-No-Question
i will admit it's interesting.	Agree/Accept
but that's why i, you know, with my kids, i think that, you know, i am just going to encourage them to go.	Statement-non-opinion
and i want,	Uninterpretable
in, in other words they don't dwell on, on what they don't have.	Statement-non-opinion
it's all we can afford.	Statement-non-opinion
you must have a, a son.	Declarative Yes-No-Question
so, you know, we lived within,	Uninterpretable
how's the,	Wh-Question
how is t i in that mode?	Wh-Question
that's one of the,	Uninterpretable
you know, and you,	Yes-No-Question
if i can't have it, you can't have it, you know	Quotation
so, uh, what do you think about our involvement in the middle east?	Wh-Question
is it a looter that got shot by a store owner?	Yes-No-Question
it's a good town to just,  walk  in.	Statement-non-opinion
did you all ever watch that?	Yes-No-Question
but it took them a little while?	Yes-No-Question
do you know, how did your budget work	Wh-Question
well, i'm not,	Uninterpretable
are they, i mean, is there a  margin of error?	Yes-No-Question
do you have a v c r?	Yes-No-Question
but then i wouldn't have you,	Quotation
you really rough it then.	Summarize/Reformulate
is your business in dallas then?	Yes-No-Question
now that's interesting.	Appreciation
and maybe he wasn't before,	Summarize/Reformulate
but neither one do we really own. um.	Statement-non-opinion
exactly happens.	Collaborative Completion
and plus,	Uninterpretable
well, really.	Backchannel in Question Form
then there's no age limit?	Declarative Yes-No-Question
i figured i could make this call and get it over with.	Statement-non-opinion
and i think it's good that they're trying to start some programs down in the elementary schools.	Statement-non-opinion
you sound like you're in the south somewhere.	Declarative Yes-No-Question
so, uh, do you own a p c?	Yes-No-Question
but, uh, it's not, it's	Uninterpretable
well, that's amazing,	Appreciation
and,   and i don't, you know,	Hedge
what other social changes in the past ten years, oh,	Self-talk
i i understand.	Appreciation
but there's so many things that they, they last for just a couple of weeks	Statement-non-opinion
oh, it's tough i'm sure.	Agree/Accept
i mean, if,	Uninterpretable
uh, what else.	Hold Before Answer/Agreement
isn't that funny the way we put, you know, um, human characteristics on an animal like  that	Declarative Yes-No-Question
you know, that type of thing.	Other
oh, well, we'd better keep talking because i've not heard it have we.	Action-directive
but, like you say, you,	Uninterpretable
so what do you feel are the current trends in the way families spend time in general, you  know, in america?	Open-Question
and  all these things that,	Uninterpretable
is that all we need to say?	Yes-No-Question
they're much more responsible.	Statement-opinion
but i don't really know,	Hedge
who, who	Uninterpretable
i, well, not here.	Negative Non-no Answers
and i'm going to make it a point to.	Offers, Options Commits
so, the topic is vacations?	Yes-No-Question
because after, i guess after he, you know, gets to a certain age she's going to have to take him to a day care.	Declarative Yes-No-Question
those machine guns  and all that.	Summarize/Reformulate
and its .	Uninterpretable
well what other long range goals do you have besides college?	Open-Question
but those are germantown is a nice area.	Statement-opinion
sunday.	Collaborative Completion
music, um,	Hold Before Answer/Agreement
and, i mean, it sounds horrible.	Statement-opinion
and that's normal,	Downplayer
and so how do you relate as to whether this particular armed robbery was a, you know, worth five years or twenty-five.	Rhetorical-Question
there's  a,	Uninterpretable
and, well, you do the same.	Conventional-closing
and it's like, oh, well.	Uninterpretable
well, basically i think it would be a good idea myself.	Dispreferred Answers
way up north here, huh.	Summarize/Reformulate
but i don't, i mean	Uninterpretable
there is.	Agree/Accept
i thought that was pretty	Uninterpretable
and as i understand it,	Uninterpretable
or if it gets stolen or if you lose it or whatever it might be	Summarize/Reformulate
that's almost,	Uninterpretable
and, uh, we visit mexico occasionally,	Statement-non-opinion
but i married a texan,	Statement-non-opinion
uh, we're in a community of about one hundred and eighty thousand people.	Statement-non-opinion
and so i felt that, that i need to move on with them	Statement-non-opinion
so i guess we'll let you go,	Conventional-closing
well, what is it?	Wh-Question
like i said, it sounds like you're, you've really got it under control.	Summarize/Reformulate
you know, they'll regroup out in the mountains	Statement-opinion
uh, and the date that, that she supposedly made this purchase, she was in denver with me for thanksgiving.	Statement-non-opinion
what what,	Uninterpretable
and people, i mean,	Uninterpretable
well, i guess we,	Uninterpretable
so, um, how do think, how do you think we've changed in the last ten to twenty years?	Wh-Question
where are you calling from	Wh-Question
you must be a t i employee?	Yes-No-Question
and, uh plastics,	Uninterpretable
the one thing that,	Uninterpretable
here to here,	Collaborative Completion
oh, so i don't know, if i, if i, i just feel kind of.	Hedge
now, why couldn't your wife run around the golf course?	Wh-Question
and, and i'm,	Uninterpretable
about that woman.	Declarative Yes-No-Question
privacy.	Collaborative Completion
i, i, i'm going to, uh, you know, you know, approach my, uh, you know,	Uninterpretable
up to a point.	Maybe/Accept-part
how'd you do that?	Wh-Question
oh, i like it so much better.	Affirmative Non-yes Answers
that's for sure. um,	Appreciation
what do you think about gun control?	Wh-Question
